model,subject,actual_activity,predicted_activity,actual_id,predicted_id,confidence,is_correct
svm_rbf_standalone,101,lying,lying,1,1,0.9998124301606188,1
svm_rbf_standalone,101,lying,lying,1,1,0.9997921898398402,1
svm_rbf_standalone,101,lying,lying,1,1,0.9997925266772294,1
svm_rbf_standalone,101,lying,lying,1,1,0.9999156850736448,1
svm_rbf_standalone,101,lying,lying,1,1,0.999811292206409,1
svm_rbf_standalone,101,lying,lying,1,1,0.9997639209997696,1
svm_rbf_standalone,101,lying,lying,1,1,0.9995644655025288,1
svm_rbf_standalone,101,lying,lying,1,1,0.999841203562063,1
svm_rbf_standalone,101,lying,lying,1,1,0.9998476536946405,1
svm_rbf_standalone,101,lying,lying,1,1,0.999689780633523,1
svm_rbf_standalone,101,lying,lying,1,1,0.9998202870557987,1
svm_rbf_standalone,101,lying,lying,1,1,0.998836316032671,1
svm_rbf_standalone,101,lying,lying,1,1,0.9998435409926979,1
svm_rbf_standalone,101,lying,lying,1,1,0.999600021547626,1
svm_rbf_standalone,101,lying,lying,1,1,0.9998566437348074,1
svm_rbf_standalone,101,lying,lying,1,1,0.9998838374921498,1
svm_rbf_standalone,101,lying,lying,1,1,0.9998093076694657,1
svm_rbf_standalone,101,lying,lying,1,1,0.9998569627818993,1
svm_rbf_standalone,101,lying,lying,1,1,0.9999180295672763,1
svm_rbf_standalone,101,lying,lying,1,1,0.9998100678039107,1
svm_rbf_standalone,101,lying,lying,1,1,0.9997221672316833,1
svm_rbf_standalone,101,lying,lying,1,1,0.9998571213942228,1
svm_rbf_standalone,101,lying,lying,1,1,0.9998557843765211,1
svm_rbf_standalone,101,lying,lying,1,1,0.9996757720402651,1
svm_rbf_standalone,101,lying,lying,1,1,0.9991214115429454,1
svm_rbf_standalone,101,lying,lying,1,1,0.9995952679191574,1
svm_rbf_standalone,101,lying,lying,1,1,0.9995631183006747,1
svm_rbf_standalone,101,lying,lying,1,1,0.999582955780116,1
svm_rbf_standalone,101,lying,lying,1,1,0.999838670169538,1
svm_rbf_standalone,101,lying,lying,1,1,0.9993777416963252,1
svm_rbf_standalone,101,lying,lying,1,1,0.9989129308200932,1
svm_rbf_standalone,101,lying,lying,1,1,0.9998684899350492,1
svm_rbf_standalone,101,lying,lying,1,1,0.9995813074691782,1
svm_rbf_standalone,101,lying,lying,1,1,0.9996939204514019,1
svm_rbf_standalone,101,lying,lying,1,1,0.9998871522354018,1
svm_rbf_standalone,101,lying,lying,1,1,0.999603864482195,1
svm_rbf_standalone,101,lying,lying,1,1,0.9997983990837475,1
svm_rbf_standalone,101,lying,lying,1,1,0.9996673561651229,1
svm_rbf_standalone,101,lying,lying,1,1,0.9994353778187265,1
svm_rbf_standalone,101,lying,lying,1,1,0.9996895372321231,1
svm_rbf_standalone,101,lying,lying,1,1,0.9997616355336313,1
svm_rbf_standalone,101,lying,lying,1,1,0.9995219840751901,1
svm_rbf_standalone,101,lying,lying,1,1,0.9998023942399273,1
svm_rbf_standalone,101,lying,lying,1,1,0.9988667093106001,1
svm_rbf_standalone,101,lying,lying,1,1,0.9998187627873925,1
svm_rbf_standalone,101,lying,lying,1,1,0.9996863762540142,1
svm_rbf_standalone,101,lying,lying,1,1,0.9992660542316276,1
svm_rbf_standalone,101,lying,lying,1,1,0.9997483828223616,1
svm_rbf_standalone,101,lying,lying,1,1,0.9998209446432561,1
svm_rbf_standalone,101,lying,lying,1,1,0.9997049151089242,1
svm_rbf_standalone,101,lying,lying,1,1,0.9999164291068788,1
svm_rbf_standalone,101,lying,lying,1,1,0.9998667521470168,1
svm_rbf_standalone,101,lying,lying,1,1,0.999814435516501,1
svm_rbf_standalone,101,lying,lying,1,1,0.9999459645535893,1
svm_rbf_standalone,101,lying,lying,1,1,0.9995457287328801,1
svm_rbf_standalone,101,lying,lying,1,1,0.9996858736414084,1
svm_rbf_standalone,101,lying,lying,1,1,0.9998275114722978,1
svm_rbf_standalone,101,lying,lying,1,1,0.9998846228689325,1
svm_rbf_standalone,101,lying,lying,1,1,0.9998410204485962,1
svm_rbf_standalone,101,lying,lying,1,1,0.999867286484552,1
svm_rbf_standalone,101,lying,lying,1,1,0.9992038860637243,1
svm_rbf_standalone,101,lying,lying,1,1,0.9997988463713317,1
svm_rbf_standalone,101,lying,lying,1,1,0.9992599015202942,1
svm_rbf_standalone,101,lying,lying,1,1,0.9998902267624524,1
svm_rbf_standalone,101,lying,lying,1,1,0.9995706808293354,1
svm_rbf_standalone,101,lying,lying,1,1,0.9997994104340377,1
svm_rbf_standalone,101,lying,lying,1,1,0.9995954515451563,1
svm_rbf_standalone,101,lying,lying,1,1,0.9997787916987598,1
svm_rbf_standalone,101,lying,lying,1,1,0.9997860377545974,1
svm_rbf_standalone,101,lying,lying,1,1,0.9998651950501228,1
svm_rbf_standalone,101,lying,lying,1,1,0.99975432024235,1
svm_rbf_standalone,101,lying,lying,1,1,0.9997598449274031,1
svm_rbf_standalone,101,lying,lying,1,1,0.9998336297148219,1
svm_rbf_standalone,101,lying,lying,1,1,0.9997468949382495,1
svm_rbf_standalone,101,lying,lying,1,1,0.9995423543875891,1
svm_rbf_standalone,101,lying,lying,1,1,0.9999090085712506,1
svm_rbf_standalone,101,lying,lying,1,1,0.9999028908045056,1
svm_rbf_standalone,101,lying,lying,1,1,0.9997606378692979,1
svm_rbf_standalone,101,lying,lying,1,1,0.9994442046670509,1
svm_rbf_standalone,101,lying,lying,1,1,0.999677128275524,1
svm_rbf_standalone,101,lying,lying,1,1,0.9997430953407517,1
svm_rbf_standalone,101,lying,lying,1,1,0.9998135782076436,1
svm_rbf_standalone,101,lying,lying,1,1,0.9997302372966291,1
svm_rbf_standalone,101,lying,lying,1,1,0.9997643628252911,1
svm_rbf_standalone,101,lying,lying,1,1,0.9997653075938763,1
svm_rbf_standalone,101,lying,lying,1,1,0.9999135697479223,1
svm_rbf_standalone,101,lying,lying,1,1,0.9997663263129303,1
svm_rbf_standalone,101,lying,lying,1,1,0.9997145425076338,1
svm_rbf_standalone,101,lying,lying,1,1,0.9998657594536169,1
svm_rbf_standalone,101,lying,lying,1,1,0.9997101955482686,1
svm_rbf_standalone,101,lying,lying,1,1,0.9998361319080443,1
svm_rbf_standalone,101,lying,lying,1,1,0.9998951004289682,1
svm_rbf_standalone,101,lying,lying,1,1,0.9997989764522012,1
svm_rbf_standalone,101,lying,lying,1,1,0.9998608959955728,1
svm_rbf_standalone,101,lying,lying,1,1,0.9908608832393492,1
svm_rbf_standalone,101,lying,vacuuming,1,16,0.47109168570744536,0
svm_rbf_standalone,101,lying,vacuuming,1,16,0.7104010246608706,0
svm_rbf_standalone,101,lying,vacuuming,1,16,0.43278551630053513,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.3303997989603418,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.3696199924649418,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.3518202551119582,0
svm_rbf_standalone,101,lying,vacuuming,1,16,0.4798951051985827,0
svm_rbf_standalone,101,lying,vacuuming,1,16,0.6075029778202872,0
svm_rbf_standalone,101,lying,vacuuming,1,16,0.7807700280371782,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.4146584410068539,0
svm_rbf_standalone,101,lying,vacuuming,1,16,0.6450569359317474,0
svm_rbf_standalone,101,lying,vacuuming,1,16,0.6348768946482009,0
svm_rbf_standalone,101,lying,vacuuming,1,16,0.6892463988124398,0
svm_rbf_standalone,101,lying,vacuuming,1,16,0.5554751496023075,0
svm_rbf_standalone,101,lying,vacuuming,1,16,0.47465726477053,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.5395691112135537,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.528732010195014,0
svm_rbf_standalone,101,lying,vacuuming,1,16,0.4803552376562739,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.43232487984066265,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.5153600022777569,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.47185856161677053,0
svm_rbf_standalone,101,lying,vacuuming,1,16,0.4396173293502596,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.42003578666068564,0
svm_rbf_standalone,101,lying,vacuuming,1,16,0.4103581460693166,0
svm_rbf_standalone,101,lying,vacuuming,1,16,0.38855474213512353,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.4366687485021607,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.4683020777033047,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.46180800097007596,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.49293962483233505,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.40008047004365843,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.40080491205801533,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.386840948969252,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.44910102414971603,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.4405937741954934,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.40719507206190847,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.4468043931704682,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.5526379691865113,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.49386201139079344,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.42630714070728154,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.3835457583835034,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.46086050133479284,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.41663013546616745,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.45648494443210685,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.4439121413421882,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.43074344654957375,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.5540102879242762,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.48973569605677286,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.42563809123473617,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.4585330744646134,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.46498015725624553,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.4631533873010802,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.451096005424918,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.4649325384421908,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.5262129382107579,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.4666477562303764,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.4288347290796607,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.4470346834552002,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.4108995464802297,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.39551688821367087,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.4280140144179414,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.4242621025082612,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.49405753889017984,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.5006201001228664,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.49916566022029407,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.4387053933429625,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.3881803905457486,0
svm_rbf_standalone,101,lying,vacuuming,1,16,0.3547383514183812,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.516623951867711,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.4165189339187708,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.42933102405256035,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.48764374465975313,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.46241984628167315,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.46050683526799374,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.44775949123365816,0
svm_rbf_standalone,101,lying,vacuuming,1,16,0.4041139009552737,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.3929177155797016,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.4570678740822187,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.40087479130152004,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.41633339125594326,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.4464039130293791,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.49464037980346753,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.491895834288134,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.4580404556538436,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.4211374931915341,0
svm_rbf_standalone,101,lying,vacuuming,1,16,0.4588777841521647,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.4082394488002675,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.44568315963598204,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.4239554350278918,0
svm_rbf_standalone,101,lying,stairs_down,1,13,0.477423855464402,0
svm_rbf_standalone,101,lying,vacuuming,1,16,0.599423285607741,0
svm_rbf_standalone,101,lying,vacuuming,1,16,0.4921255821053558,0
svm_rbf_standalone,101,lying,vacuuming,1,16,0.5121650135641429,0
svm_rbf_standalone,101,lying,lying,1,1,0.36229308358554196,1
svm_rbf_standalone,101,lying,lying,1,1,0.6399449021054731,1
svm_rbf_standalone,101,lying,lying,1,1,0.6194172755474548,1
svm_rbf_standalone,101,lying,vacuuming,1,16,0.3659270403906196,0
svm_rbf_standalone,101,lying,vacuuming,1,16,0.2474593721163456,0
svm_rbf_standalone,101,lying,vacuuming,1,16,0.3893430520683257,0
svm_rbf_standalone,101,lying,lying,1,1,0.7879858733161673,1
svm_rbf_standalone,101,lying,lying,1,1,0.8373197274618442,1
svm_rbf_standalone,101,lying,lying,1,1,0.9978712150171353,1
svm_rbf_standalone,101,lying,lying,1,1,0.999985003259246,1
svm_rbf_standalone,101,lying,lying,1,1,0.9999931096500785,1
svm_rbf_standalone,101,lying,lying,1,1,0.9999765685378289,1
svm_rbf_standalone,101,lying,lying,1,1,0.9999673492700188,1
svm_rbf_standalone,101,lying,lying,1,1,0.9999907905980794,1
svm_rbf_standalone,101,lying,lying,1,1,0.9999737908502939,1
svm_rbf_standalone,101,lying,lying,1,1,0.9999661224674238,1
svm_rbf_standalone,101,lying,lying,1,1,0.9999917474495099,1
svm_rbf_standalone,101,lying,lying,1,1,0.999991651539783,1
svm_rbf_standalone,101,lying,lying,1,1,0.9999699978043087,1
svm_rbf_standalone,101,lying,lying,1,1,0.9999817380905803,1
svm_rbf_standalone,101,lying,lying,1,1,0.9999538477104485,1
svm_rbf_standalone,101,lying,lying,1,1,0.999836470859465,1
svm_rbf_standalone,101,lying,lying,1,1,0.9999414372735062,1
svm_rbf_standalone,101,lying,lying,1,1,0.9999622385729868,1
svm_rbf_standalone,101,lying,lying,1,1,0.9999639586316301,1
svm_rbf_standalone,101,lying,lying,1,1,0.9999409254378773,1
svm_rbf_standalone,101,lying,lying,1,1,0.9999716297318167,1
svm_rbf_standalone,101,lying,lying,1,1,0.9999250836922134,1
svm_rbf_standalone,101,lying,lying,1,1,0.9998118469549873,1
svm_rbf_standalone,101,lying,lying,1,1,0.9996832614889676,1
svm_rbf_standalone,101,lying,lying,1,1,0.9999528767939988,1
svm_rbf_standalone,101,lying,lying,1,1,0.9999500308779722,1
svm_rbf_standalone,101,lying,lying,1,1,0.9999595243603208,1
svm_rbf_standalone,101,lying,lying,1,1,0.9999650952693638,1
svm_rbf_standalone,101,lying,lying,1,1,0.9999441945307147,1
svm_rbf_standalone,101,lying,lying,1,1,0.9997905286332024,1
svm_rbf_standalone,101,lying,lying,1,1,0.9998500534766537,1
svm_rbf_standalone,101,lying,lying,1,1,0.9999742822086943,1
svm_rbf_standalone,101,lying,lying,1,1,0.9999511441251984,1
svm_rbf_standalone,101,lying,lying,1,1,0.999940666791286,1
svm_rbf_standalone,101,lying,lying,1,1,0.9998677624648148,1
svm_rbf_standalone,101,lying,lying,1,1,0.9997630428441895,1
svm_rbf_standalone,101,lying,lying,1,1,0.9999756093646084,1
svm_rbf_standalone,101,lying,lying,1,1,0.9999264908562641,1
svm_rbf_standalone,101,lying,lying,1,1,0.9998242966585726,1
svm_rbf_standalone,101,lying,lying,1,1,0.9998487763404212,1
svm_rbf_standalone,101,lying,lying,1,1,0.9999649756540807,1
svm_rbf_standalone,101,lying,lying,1,1,0.9999094273598074,1
svm_rbf_standalone,101,lying,lying,1,1,0.9999029594050338,1
svm_rbf_standalone,101,lying,lying,1,1,0.9999397515190342,1
svm_rbf_standalone,101,lying,lying,1,1,0.9999015572206038,1
svm_rbf_standalone,101,lying,lying,1,1,0.9996634057786238,1
svm_rbf_standalone,101,lying,lying,1,1,0.9998060822260851,1
svm_rbf_standalone,101,lying,lying,1,1,0.9999373995631411,1
svm_rbf_standalone,101,lying,lying,1,1,0.9999510887720093,1
svm_rbf_standalone,101,lying,lying,1,1,0.999967445703889,1
svm_rbf_standalone,101,lying,lying,1,1,0.9999418072473594,1
svm_rbf_standalone,101,lying,lying,1,1,0.9998265699618604,1
svm_rbf_standalone,101,lying,lying,1,1,0.9999239538282363,1
svm_rbf_standalone,101,lying,lying,1,1,0.9999479460189271,1
svm_rbf_standalone,101,lying,lying,1,1,0.999971104838889,1
svm_rbf_standalone,101,lying,lying,1,1,0.9999300122069772,1
svm_rbf_standalone,101,lying,lying,1,1,0.999903669395945,1
svm_rbf_standalone,101,lying,lying,1,1,0.9998936123314808,1
svm_rbf_standalone,101,lying,lying,1,1,0.9999788896376504,1
svm_rbf_standalone,101,lying,lying,1,1,0.9998938152246473,1
svm_rbf_standalone,101,lying,lying,1,1,0.9999570518162775,1
svm_rbf_standalone,101,lying,lying,1,1,0.9999721066685384,1
svm_rbf_standalone,101,lying,lying,1,1,0.9999617032102565,1
svm_rbf_standalone,101,lying,lying,1,1,0.9998994486231375,1
svm_rbf_standalone,101,lying,lying,1,1,0.9999615536473571,1
svm_rbf_standalone,101,lying,lying,1,1,0.999817157732192,1
svm_rbf_standalone,101,lying,lying,1,1,0.9999059785509057,1
svm_rbf_standalone,101,lying,lying,1,1,0.9999562808647725,1
svm_rbf_standalone,101,lying,lying,1,1,0.999836359987995,1
svm_rbf_standalone,101,lying,lying,1,1,0.9999592129148844,1
svm_rbf_standalone,101,lying,lying,1,1,0.9999209598058353,1
svm_rbf_standalone,101,lying,lying,1,1,0.9999108760609207,1
svm_rbf_standalone,101,lying,lying,1,1,0.9998846457291567,1
svm_rbf_standalone,101,lying,lying,1,1,0.9998534646502198,1
svm_rbf_standalone,101,lying,lying,1,1,0.9998983223637163,1
svm_rbf_standalone,101,lying,lying,1,1,0.9997096423377817,1
svm_rbf_standalone,101,lying,lying,1,1,0.9999152099359432,1
