true_activity,pred_activity,confidence,is_correct,traffic_light
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.924,1,GREEN
lying,lying,0.924,1,GREEN
lying,lying,0.924,1,GREEN
lying,lying,0.925,1,GREEN
lying,lying,0.924,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.923,1,GREEN
lying,lying,0.924,1,GREEN
lying,lying,0.925,1,GREEN
lying,lying,0.922,1,GREEN
lying,lying,0.922,1,GREEN
lying,lying,0.921,1,GREEN
lying,lying,0.924,1,GREEN
lying,lying,0.927,1,GREEN
lying,lying,0.928,1,GREEN
lying,lying,0.928,1,GREEN
lying,lying,0.927,1,GREEN
lying,lying,0.591,1,YELLOW
lying,lying,0.012,1,RED
lying,lying,0.012,1,RED
lying,lying,0.909,1,GREEN
lying,lying,0.916,1,GREEN
lying,lying,0.909,1,GREEN
lying,lying,0.787,1,GREEN
lying,lying,0.804,1,GREEN
lying,lying,0.779,1,GREEN
sitting,lying,0.908,0,GREEN
sitting,lying,0.893,0,GREEN
sitting,sitting,0.898,1,GREEN
sitting,sitting,0.932,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.825,1,GREEN
sitting,sitting,0.146,1,RED
sitting,sitting,0.278,1,RED
sitting,sitting,0.682,1,YELLOW
sitting,sitting,0.088,1,RED
sitting,sitting,0.011,1,RED
sitting,sitting,0.086,1,RED
sitting,sitting,0.199,1,RED
sitting,sitting,0.803,1,GREEN
sitting,sitting,0.877,1,GREEN
sitting,sitting,0.93,1,GREEN
sitting,sitting,0.933,1,GREEN
sitting,sitting,0.593,1,YELLOW
sitting,sitting,0.829,1,GREEN
sitting,sitting,0.772,1,GREEN
sitting,sitting,0.932,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.934,1,GREEN
sitting,sitting,0.931,1,GREEN
sitting,sitting,0.932,1,GREEN
sitting,sitting,0.932,1,GREEN
sitting,sitting,0.933,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.938,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.934,1,GREEN
sitting,sitting,0.933,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.933,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.938,1,GREEN
sitting,sitting,0.939,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.938,1,GREEN
sitting,sitting,0.938,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.938,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.938,1,GREEN
sitting,sitting,0.94,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.934,1,GREEN
sitting,sitting,0.934,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.93,1,GREEN
sitting,sitting,0.933,1,GREEN
sitting,sitting,0.934,1,GREEN
sitting,sitting,0.933,1,GREEN
sitting,sitting,0.934,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.938,1,GREEN
sitting,sitting,0.938,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.938,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.938,1,GREEN
sitting,sitting,0.938,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.939,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.934,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.934,1,GREEN
sitting,sitting,0.934,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.934,1,GREEN
sitting,sitting,0.938,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.933,1,GREEN
sitting,sitting,0.927,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.934,1,GREEN
sitting,sitting,0.934,1,GREEN
sitting,sitting,0.934,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.934,1,GREEN
sitting,sitting,0.934,1,GREEN
sitting,sitting,0.934,1,GREEN
sitting,sitting,0.934,1,GREEN
sitting,sitting,0.934,1,GREEN
sitting,sitting,0.934,1,GREEN
sitting,sitting,0.934,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.934,1,GREEN
sitting,sitting,0.934,1,GREEN
sitting,sitting,0.934,1,GREEN
sitting,sitting,0.934,1,GREEN
sitting,sitting,0.934,1,GREEN
sitting,sitting,0.934,1,GREEN
sitting,sitting,0.934,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.934,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.934,1,GREEN
sitting,sitting,0.934,1,GREEN
sitting,sitting,0.934,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.934,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.938,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.93,1,GREEN
sitting,sitting,0.868,1,GREEN
sitting,sitting,0.878,1,GREEN
sitting,sitting,0.9,1,GREEN
sitting,sitting,0.907,1,GREEN
sitting,sitting,0.914,1,GREEN
sitting,sitting,0.916,1,GREEN
sitting,sitting,0.914,1,GREEN
sitting,sitting,0.915,1,GREEN
sitting,sitting,0.916,1,GREEN
sitting,sitting,0.916,1,GREEN
sitting,sitting,0.918,1,GREEN
sitting,sitting,0.915,1,GREEN
sitting,sitting,0.907,1,GREEN
sitting,sitting,0.906,1,GREEN
sitting,sitting,0.916,1,GREEN
sitting,sitting,0.92,1,GREEN
sitting,sitting,0.925,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.935,1,GREEN
sitting,sitting,0.936,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.937,1,GREEN
sitting,sitting,0.938,1,GREEN
sitting,sitting,0.938,1,GREEN
sitting,sitting,0.938,1,GREEN
sitting,sitting,0.938,1,GREEN
sitting,sitting,0.938,1,GREEN
sitting,sitting,0.938,1,GREEN
sitting,sitting,0.938,1,GREEN
sitting,sitting,0.938,1,GREEN
sitting,sitting,0.938,1,GREEN
sitting,sitting,0.938,1,GREEN
sitting,sitting,0.938,1,GREEN
sitting,sitting,0.938,1,GREEN
sitting,sitting,0.938,1,GREEN
sitting,sitting,0.938,1,GREEN
