true_activity,pred_activity,confidence,is_correct,traffic_light,y_true_enc,y_pred_enc
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.999,1,GREEN,0,0
lying,lying,0.997,1,GREEN,0,0
lying,lying,0.994,1,GREEN,0,0
lying,lying,0.986,1,GREEN,0,0
lying,lying,0.913,1,GREEN,0,0
lying,lying,0.455,1,YELLOW,0,0
lying,lying,0.546,1,YELLOW,0,0
lying,lying,0.314,1,RED,0,0
lying,lying,0.491,1,YELLOW,0,0
lying,lying,0.717,1,YELLOW,0,0
lying,lying,0.098,1,RED,0,0
lying,lying,0.035,1,RED,0,0
lying,lying,0.02,1,RED,0,0
lying,lying,0.114,1,RED,0,0
lying,lying,0.114,1,RED,0,0
lying,lying,0.705,1,YELLOW,0,0
lying,lying,0.745,1,YELLOW,0,0
lying,lying,0.799,1,GREEN,0,0
lying,lying,0.693,1,YELLOW,0,0
sitting,lying,0.687,0,YELLOW,1,0
sitting,lying,0.724,0,YELLOW,1,0
sitting,lying,0.208,0,RED,1,0
sitting,standing,0.089,0,RED,1,2
sitting,vacuuming,0.176,0,RED,1,9
sitting,vacuuming,0.477,0,YELLOW,1,9
sitting,sitting,0.283,1,RED,1,1
sitting,sitting,0.193,1,RED,1,1
sitting,sitting,0.145,1,RED,1,1
sitting,sitting,0.111,1,RED,1,1
sitting,sitting,0.078,1,RED,1,1
sitting,sitting,0.14,1,RED,1,1
sitting,sitting,0.028,1,RED,1,1
sitting,sitting,0.014,1,RED,1,1
sitting,sitting,0.161,1,RED,1,1
sitting,sitting,0.169,1,RED,1,1
sitting,sitting,0.112,1,RED,1,1
sitting,sitting,0.337,1,RED,1,1
sitting,sitting,0.335,1,RED,1,1
sitting,sitting,0.459,1,YELLOW,1,1
sitting,sitting,0.85,1,GREEN,1,1
sitting,sitting,0.973,1,GREEN,1,1
sitting,sitting,0.994,1,GREEN,1,1
sitting,sitting,0.991,1,GREEN,1,1
sitting,sitting,0.993,1,GREEN,1,1
sitting,sitting,0.995,1,GREEN,1,1
sitting,sitting,0.991,1,GREEN,1,1
sitting,sitting,0.987,1,GREEN,1,1
sitting,sitting,0.985,1,GREEN,1,1
sitting,sitting,0.991,1,GREEN,1,1
sitting,sitting,0.993,1,GREEN,1,1
sitting,sitting,0.993,1,GREEN,1,1
sitting,sitting,0.993,1,GREEN,1,1
sitting,sitting,0.997,1,GREEN,1,1
sitting,sitting,0.995,1,GREEN,1,1
sitting,sitting,0.992,1,GREEN,1,1
sitting,sitting,0.991,1,GREEN,1,1
sitting,sitting,0.995,1,GREEN,1,1
sitting,sitting,0.997,1,GREEN,1,1
sitting,sitting,0.997,1,GREEN,1,1
sitting,sitting,0.997,1,GREEN,1,1
sitting,sitting,0.996,1,GREEN,1,1
sitting,sitting,0.996,1,GREEN,1,1
sitting,sitting,0.996,1,GREEN,1,1
sitting,sitting,0.996,1,GREEN,1,1
sitting,sitting,0.996,1,GREEN,1,1
sitting,sitting,0.997,1,GREEN,1,1
sitting,sitting,0.997,1,GREEN,1,1
sitting,sitting,0.997,1,GREEN,1,1
sitting,sitting,0.997,1,GREEN,1,1
sitting,sitting,0.997,1,GREEN,1,1
sitting,sitting,0.995,1,GREEN,1,1
sitting,sitting,0.994,1,GREEN,1,1
sitting,sitting,0.994,1,GREEN,1,1
sitting,sitting,0.994,1,GREEN,1,1
sitting,sitting,0.994,1,GREEN,1,1
sitting,sitting,0.994,1,GREEN,1,1
sitting,sitting,0.995,1,GREEN,1,1
sitting,sitting,0.996,1,GREEN,1,1
sitting,sitting,0.996,1,GREEN,1,1
sitting,sitting,0.997,1,GREEN,1,1
sitting,sitting,0.996,1,GREEN,1,1
sitting,sitting,0.996,1,GREEN,1,1
sitting,sitting,0.995,1,GREEN,1,1
sitting,sitting,0.996,1,GREEN,1,1
sitting,sitting,0.996,1,GREEN,1,1
sitting,sitting,0.993,1,GREEN,1,1
sitting,sitting,0.967,1,GREEN,1,1
sitting,sitting,0.977,1,GREEN,1,1
sitting,sitting,0.952,1,GREEN,1,1
sitting,sitting,0.982,1,GREEN,1,1
sitting,sitting,0.994,1,GREEN,1,1
sitting,sitting,0.991,1,GREEN,1,1
sitting,sitting,0.989,1,GREEN,1,1
sitting,sitting,0.984,1,GREEN,1,1
sitting,sitting,0.978,1,GREEN,1,1
sitting,sitting,0.977,1,GREEN,1,1
sitting,sitting,0.985,1,GREEN,1,1
sitting,sitting,0.991,1,GREEN,1,1
sitting,sitting,0.995,1,GREEN,1,1
sitting,sitting,0.993,1,GREEN,1,1
sitting,sitting,0.996,1,GREEN,1,1
sitting,sitting,0.997,1,GREEN,1,1
sitting,sitting,0.997,1,GREEN,1,1
sitting,sitting,0.994,1,GREEN,1,1
sitting,sitting,0.995,1,GREEN,1,1
sitting,sitting,0.995,1,GREEN,1,1
sitting,sitting,0.995,1,GREEN,1,1
sitting,sitting,0.992,1,GREEN,1,1
sitting,sitting,0.993,1,GREEN,1,1
sitting,sitting,0.989,1,GREEN,1,1
sitting,sitting,0.991,1,GREEN,1,1
sitting,sitting,0.993,1,GREEN,1,1
sitting,sitting,0.994,1,GREEN,1,1
sitting,sitting,0.996,1,GREEN,1,1
sitting,sitting,0.996,1,GREEN,1,1
sitting,sitting,0.996,1,GREEN,1,1
sitting,sitting,0.996,1,GREEN,1,1
sitting,sitting,0.996,1,GREEN,1,1
sitting,sitting,0.996,1,GREEN,1,1
sitting,sitting,0.996,1,GREEN,1,1
sitting,sitting,0.995,1,GREEN,1,1
sitting,sitting,0.994,1,GREEN,1,1
sitting,sitting,0.995,1,GREEN,1,1
sitting,sitting,0.996,1,GREEN,1,1
sitting,sitting,0.996,1,GREEN,1,1
sitting,sitting,0.996,1,GREEN,1,1
sitting,sitting,0.995,1,GREEN,1,1
sitting,sitting,0.995,1,GREEN,1,1
sitting,sitting,0.994,1,GREEN,1,1
sitting,sitting,0.994,1,GREEN,1,1
sitting,sitting,0.993,1,GREEN,1,1
sitting,sitting,0.995,1,GREEN,1,1
sitting,sitting,0.996,1,GREEN,1,1
sitting,sitting,0.995,1,GREEN,1,1
sitting,sitting,0.996,1,GREEN,1,1
sitting,sitting,0.996,1,GREEN,1,1
sitting,sitting,0.993,1,GREEN,1,1
sitting,sitting,0.992,1,GREEN,1,1
sitting,sitting,0.993,1,GREEN,1,1
sitting,sitting,0.993,1,GREEN,1,1
sitting,sitting,0.994,1,GREEN,1,1
sitting,sitting,0.995,1,GREEN,1,1
sitting,sitting,0.996,1,GREEN,1,1
sitting,sitting,0.996,1,GREEN,1,1
sitting,sitting,0.995,1,GREEN,1,1
sitting,sitting,0.995,1,GREEN,1,1
sitting,sitting,0.995,1,GREEN,1,1
sitting,sitting,0.995,1,GREEN,1,1
sitting,sitting,0.994,1,GREEN,1,1
sitting,sitting,0.995,1,GREEN,1,1
sitting,sitting,0.995,1,GREEN,1,1
sitting,sitting,0.997,1,GREEN,1,1
sitting,sitting,0.995,1,GREEN,1,1
sitting,sitting,0.991,1,GREEN,1,1
sitting,sitting,0.988,1,GREEN,1,1
sitting,sitting,0.991,1,GREEN,1,1
sitting,sitting,0.989,1,GREEN,1,1
sitting,sitting,0.987,1,GREEN,1,1
sitting,sitting,0.982,1,GREEN,1,1
sitting,sitting,0.986,1,GREEN,1,1
sitting,sitting,0.988,1,GREEN,1,1
sitting,sitting,0.993,1,GREEN,1,1
sitting,sitting,0.994,1,GREEN,1,1
sitting,sitting,0.994,1,GREEN,1,1
sitting,sitting,0.995,1,GREEN,1,1
sitting,sitting,0.994,1,GREEN,1,1
sitting,sitting,0.995,1,GREEN,1,1
sitting,sitting,0.995,1,GREEN,1,1
sitting,sitting,0.994,1,GREEN,1,1
sitting,sitting,0.995,1,GREEN,1,1
sitting,sitting,0.994,1,GREEN,1,1
sitting,sitting,0.995,1,GREEN,1,1
sitting,sitting,0.976,1,GREEN,1,1
sitting,sitting,0.967,1,GREEN,1,1
sitting,sitting,0.98,1,GREEN,1,1
sitting,sitting,0.952,1,GREEN,1,1
sitting,sitting,0.963,1,GREEN,1,1
sitting,sitting,0.909,1,GREEN,1,1
sitting,sitting,0.979,1,GREEN,1,1
sitting,sitting,0.991,1,GREEN,1,1
sitting,sitting,0.993,1,GREEN,1,1
sitting,sitting,0.982,1,GREEN,1,1
sitting,sitting,0.882,1,GREEN,1,1
sitting,sitting,0.852,1,GREEN,1,1
sitting,sitting,0.888,1,GREEN,1,1
sitting,sitting,0.919,1,GREEN,1,1
sitting,sitting,0.94,1,GREEN,1,1
sitting,sitting,0.972,1,GREEN,1,1
sitting,sitting,0.995,1,GREEN,1,1
sitting,sitting,0.997,1,GREEN,1,1
sitting,sitting,0.996,1,GREEN,1,1
sitting,sitting,0.996,1,GREEN,1,1
sitting,sitting,0.997,1,GREEN,1,1
sitting,sitting,0.997,1,GREEN,1,1
sitting,sitting,0.997,1,GREEN,1,1
sitting,sitting,0.997,1,GREEN,1,1
sitting,sitting,0.996,1,GREEN,1,1
sitting,sitting,0.996,1,GREEN,1,1
sitting,sitting,0.996,1,GREEN,1,1
sitting,sitting,0.994,1,GREEN,1,1
sitting,sitting,0.995,1,GREEN,1,1
sitting,sitting,0.994,1,GREEN,1,1
